"Name","Team","Kills","Assists","Deaths","HS%","Team_kill","All_entries_won","Bomb_planted","Bomb_defused","KPR","APR","DPR","ADR","TDH","TDA","5K","4K","3K","2K","1K","Trade_kill","Trade_death","1v1","1v1_won","1v2","1v2_won","1v3","1v3_won","1v4","1v4_won","1v5","1v5_won","Utility","Map","Year","Map_Type","Event","Flashed_opponents_for","CT_entry_attempts","CT_entry_attempts_won","T_entry_attempts","T_entry_attempts_won"
"Twistzz","FaZe Clan",17,2,19,64.71,0,3,1,0,0.63,0.07,0.7,73.9,1995,219,0,0,0,6,5,4,3,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",89.68,4,1,3,2
"karrigan","FaZe Clan",13,5,18,46.15,0,1,0,0,0.48,0.19,0.67,47.6,1285,234,0,1,0,2,5,1,1,1,1,0,0,0,0,1,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",82.61,3,1,1,0
"FL1T","Virtus.Pro",21,6,14,42.86,0,2,0,2,0.78,0.22,0.52,93.1,2513,287,0,0,1,2,14,5,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",32.67,3,1,2,2
"olofmeister","FaZe Clan",15,5,20,60,0,2,0,1,0.56,0.19,0.74,68.5,1850,293,0,0,0,3,9,4,5,0,0,0,0,1,0,1,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",40.49,3,2,2,0
"Jame","Virtus.Pro",12,5,15,8.33,0,1,3,1,0.44,0.19,0.56,48.9,1321,117,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",122.93,1,0,1,0
"YEKINDAR","Virtus.Pro",22,2,22,68.18,0,3,2,0,0.81,0.07,0.81,89.4,2414,335,0,0,1,6,8,0,3,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",101.45,12,7,3,1
"buster","Virtus.Pro",22,4,13,50,0,2,3,0,0.81,0.15,0.48,78.2,2112,241,0,0,2,5,6,6,1,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",84.32,0,0,2,2
"rain","FaZe Clan",16,3,21,43.75,0,2,1,0,0.59,0.11,0.78,76.6,2068,309,0,0,0,3,10,2,5,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",65.62,4,2,2,1
"ropz","MOUZ",9,7,8,77.78,0,0,4,0,0.36,0.28,0.32,51.3,1282,157,0,0,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",37.46,1,0,0,0
"YEKINDAR","Virtus.Pro",18,4,17,77.78,0,8,0,0,0.72,0.16,0.68,95.8,2396,376,0,0,3,1,7,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",16.33,2,0,8,4
"Qikert","Virtus.Pro",7,1,14,57.14,0,0,7,0,0.28,0.04,0.56,39.3,983,163,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",85.23,1,1,0,0
"Jame","Virtus.Pro",12,5,15,0,0,0,0,0,0.48,0.2,0.6,50,1249,37,0,0,0,1,10,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",69.24,2,1,0,0
"buster","Virtus.Pro",10,4,18,60,0,1,1,0,0.4,0.16,0.72,58.2,1454,224,0,0,0,1,10,1,6,0,0,0,0,1,0,1,0,1,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",27.02,3,3,1,0
"acoR","MOUZ",11,1,15,9.09,0,1,2,1,0.44,0.04,0.6,39.8,995,83,0,0,0,2,8,4,1,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",106.39,2,1,1,1
"Bymas","MOUZ",19,5,14,57.89,0,4,1,0,0.76,0.2,0.56,90.2,2254,294,0,0,0,7,5,2,2,0,0,2,1,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",74.88,4,1,4,3
"dexter","MOUZ",15,7,17,66.67,0,4,3,1,0.6,0.28,0.68,76,1899,279,0,1,1,1,7,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",49.4,3,2,4,2
"frozen","MOUZ",19,3,16,52.63,0,4,3,0,0.76,0.12,0.64,81.2,2031,329,0,0,2,3,8,4,4,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",59.5,1,0,4,1
"FL1T","Virtus.Pro",15,0,16,33.33,0,4,0,0,0.6,0,0.64,68.1,1703,267,0,0,0,4,7,3,2,0,0,0,0,0,0,1,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",16.96,3,2,4,2
"buster","Virtus.Pro",11,2,14,54.55,0,1,1,0,0.58,0.11,0.74,87.3,1659,222,0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",51.21,2,1,1,1
"dexter","MOUZ",10,5,16,30,0,5,1,1,0.53,0.26,0.84,68.9,1309,321,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",54.97,4,2,5,0
"FL1T","Virtus.Pro",12,6,8,58.33,0,2,2,0,0.63,0.32,0.42,86.2,1638,142,0,1,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",54.25,1,0,2,2
"YEKINDAR","Virtus.Pro",17,3,8,52.94,0,2,2,1,0.89,0.16,0.42,93.5,1777,198,0,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",33.84,6,3,2,2
"Qikert","Virtus.Pro",15,2,8,40,0,3,3,0,0.79,0.11,0.42,83.1,1578,170,0,0,2,2,5,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",87.32,1,0,3,3
"frozen","MOUZ",10,2,16,60,0,0,0,0,0.53,0.11,0.84,71.7,1363,251,0,0,0,3,4,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",65.67,0,0,0,0
"acoR","MOUZ",5,1,14,20,0,2,0,0,0.26,0.05,0.74,37.3,709,54,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",34.65,2,1,2,0
"ropz","MOUZ",9,0,12,44.44,0,1,0,0,0.47,0,0.63,54.9,1043,157,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",18.02,3,2,1,0
"Bymas","MOUZ",9,1,13,44.44,0,1,0,0,0.47,0.05,0.68,56.1,1066,174,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",56.07,1,1,1,0
"Jame","Virtus.Pro",13,1,11,53.85,0,1,5,0,0.68,0.05,0.58,55.1,1046,88,1,0,0,2,6,2,0,0,0,0,0,0,0,0,0,1,1,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",115.38,0,0,1,1
"FL1T","Virtus.Pro",24,9,30,29.17,0,0,4,0,0.6,0.22,0.75,76.8,3072,452,0,0,2,3,13,2,4,0,0,0,0,0,0,1,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",76.85,4,3,0,0
"buster","Virtus.Pro",35,10,25,34.29,0,5,0,0,0.88,0.25,0.62,90.8,3630,631,0,0,1,11,10,7,9,0,0,2,1,0,0,1,0,1,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",70.04,2,2,5,2
"dexter","MOUZ",22,12,33,27.27,0,4,3,0,0.55,0.3,0.82,75.6,3024,547,0,0,1,6,7,5,4,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",175.03,7,3,4,1
"acoR","MOUZ",27,6,32,14.81,0,4,1,0,0.68,0.15,0.8,72.7,2908,140,0,0,5,4,5,3,4,0,0,2,1,2,0,0,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",173.24,4,3,4,1
"YEKINDAR","Virtus.Pro",24,7,32,50,0,6,1,0,0.6,0.18,0.8,80,3202,598,0,0,2,1,16,3,6,0,0,1,0,0,0,0,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",105.28,12,6,6,3
"Jame","Virtus.Pro",29,8,20,17.24,0,3,4,2,0.72,0.2,0.5,64.2,2568,120,0,0,2,6,11,6,2,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",195.68,5,3,3,2
"Bymas","MOUZ",30,7,26,56.67,0,2,2,1,0.75,0.18,0.65,79.3,3173,522,0,1,2,4,12,5,6,0,0,1,0,0,0,1,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",148.6,2,1,2,2
"Qikert","Virtus.Pro",30,11,27,56.67,0,2,0,2,0.75,0.28,0.68,77.6,3104,455,0,0,2,6,12,3,5,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",226.92,1,0,2,2
"ropz","MOUZ",22,6,28,45.45,0,1,3,0,0.55,0.15,0.7,57,2280,410,0,0,0,7,8,5,5,0,0,1,0,0,0,0,0,1,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",89.05,2,0,1,0
"frozen","MOUZ",30,9,26,40,0,5,1,1,0.75,0.22,0.65,82.4,3296,530,0,0,2,6,12,8,2,0,0,1,0,0,0,0,0,0,0,233272,"de_vertigo","02-11-2021","BO1","PGL Major Stockholm 2021",130.25,9,3,5,3
"misutaaa","Vitality",20,4,20,55,0,1,0,0,0.69,0.14,0.69,70.1,2032,292,0,0,3,2,7,5,6,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",8.14,3,2,1,1
"Kyojin","Vitality",11,3,20,72.73,0,1,3,1,0.38,0.1,0.69,41.9,1215,217,0,0,0,2,7,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",56.6,7,0,1,0
"ZywOo","Vitality",21,4,20,38.1,0,4,1,1,0.72,0.14,0.69,73.7,2136,215,0,0,1,5,8,10,5,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",63.24,4,2,4,2
"shox","Vitality",20,7,19,25,0,1,0,0,0.69,0.24,0.66,77.8,2255,234,1,0,0,2,11,4,3,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",69.36,4,4,1,0
"apEX","Vitality",16,10,25,56.25,1,0,0,0,0.55,0.34,0.86,90.6,2626,423,0,1,1,3,5,1,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",111.81,4,3,0,0
"Brehze","Evil Geniuses",24,13,18,62.5,0,2,1,0,0.83,0.45,0.62,101.6,2946,486,0,0,3,3,9,5,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",77.3,2,1,2,2
"Stanislaw","Evil Geniuses",16,2,16,37.5,0,2,1,1,0.55,0.07,0.55,46.9,1360,235,0,0,0,2,12,4,5,0,0,2,0,1,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",103.87,1,1,2,0
"oBo","Evil Geniuses",21,11,22,33.33,0,1,0,0,0.72,0.38,0.76,83.7,2427,383,0,0,1,6,6,3,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",53.16,6,3,1,0
"MICHU","Evil Geniuses",20,4,16,60,0,0,2,0,0.69,0.14,0.55,73.1,2120,325,0,0,1,5,7,4,3,0,0,1,0,0,0,0,0,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",95.69,8,3,0,0
"CeRq","Evil Geniuses",20,6,18,45,0,2,3,0,0.69,0.21,0.62,70.9,2056,163,0,1,1,2,9,5,5,0,0,0,0,1,0,1,1,0,0,233272,"de_inferno","01-11-2021","BO1","PGL Major Stockholm 2021",82.97,5,3,2,2
"ZywOo","Vitality",19,4,12,57.89,0,3,3,0,0.9,0.19,0.57,93.8,1969,117,0,0,1,5,7,1,3,0,0,1,1,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",90.48,1,1,3,3
"Kyojin","Vitality",17,4,16,64.71,0,4,1,0,0.81,0.19,0.76,97.8,2054,203,0,0,2,2,7,5,1,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",48.47,4,2,4,2
"shox","Vitality",11,3,14,27.27,0,2,2,1,0.52,0.14,0.67,55.6,1167,86,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",69.21,3,1,2,2
"Stanislaw","Evil Geniuses",14,0,17,50,0,1,1,0,0.67,0,0.81,61.9,1300,244,0,0,0,5,4,0,1,0,0,0,0,0,0,1,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",63.04,3,1,1,0
"oBo","Evil Geniuses",14,6,18,50,0,2,0,0,0.67,0.29,0.86,100.4,2108,334,0,0,1,3,5,4,2,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",55.2,3,2,2,0
"misutaaa","Vitality",17,0,12,41.18,0,0,1,1,0.81,0,0.57,68,1427,226,0,0,2,2,7,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",5.62,3,0,0,0
"apEX","Vitality",14,7,10,71.43,0,0,1,0,0.67,0.33,0.48,81.1,1704,255,0,0,0,4,6,4,2,0,0,0,0,0,0,0,0,1,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",46.9,1,0,0,0
"MICHU","Evil Geniuses",11,1,14,54.55,0,0,0,0,0.52,0.05,0.67,59.9,1258,193,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",50.41,1,1,0,0
"CeRq","Evil Geniuses",12,4,12,33.33,0,1,1,0,0.57,0.19,0.57,52.8,1109,138,0,0,0,3,6,3,1,0,0,2,0,1,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",59.84,1,1,1,0
"Brehze","Evil Geniuses",11,4,18,63.64,0,5,0,0,0.52,0.19,0.86,64.7,1359,241,0,0,0,1,9,1,5,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",8.99,4,3,5,2
"apEX","Vitality",21,9,18,33.33,0,2,2,0,0.75,0.32,0.64,90.2,2525,381,0,1,3,0,8,5,4,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",186.78,5,2,2,1
"ZywOo","Vitality",22,8,19,22.73,0,4,3,1,0.79,0.29,0.68,82.5,2309,55,0,0,1,5,9,6,4,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",101.1,1,1,4,2
"Kyojin","Vitality",21,6,14,57.14,0,4,2,1,0.75,0.21,0.5,70.6,1976,264,0,1,1,1,12,4,4,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",96.23,5,3,4,2
"misutaaa","Vitality",17,4,19,58.82,0,1,0,0,0.61,0.14,0.68,68.5,1918,226,0,0,0,4,9,4,5,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",16.62,4,2,1,1
"shox","Vitality",20,1,16,40,0,0,2,1,0.71,0.04,0.57,76.2,2133,237,0,0,1,5,7,1,4,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",83.14,2,2,0,0
"MICHU","Evil Geniuses",24,8,17,58.33,0,1,2,2,0.86,0.29,0.61,81.4,2278,349,0,1,1,3,11,7,4,0,0,1,0,0,0,2,0,1,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",107.99,3,2,1,1
"oBo","Evil Geniuses",12,9,23,66.67,0,2,0,0,0.43,0.32,0.82,78.1,2188,270,0,1,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",76.43,5,1,2,1
"CeRq","Evil Geniuses",18,2,21,33.33,0,5,1,0,0.64,0.07,0.75,64.1,1796,113,0,0,2,2,8,5,6,0,0,0,0,1,0,0,0,1,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",96.6,3,1,5,1
"Brehze","Evil Geniuses",17,6,22,82.35,1,0,1,0,0.61,0.21,0.79,62.9,1762,350,0,0,3,2,5,8,5,0,0,0,0,0,0,0,0,1,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",103.75,4,1,0,0
"Stanislaw","Evil Geniuses",14,12,19,57.14,0,3,2,1,0.5,0.43,0.68,63.8,1785,214,0,1,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",170.93,2,2,3,2
"Kyojin","Vitality",15,4,22,26.67,0,4,1,1,0.54,0.14,0.79,60,1679,225,0,1,0,2,7,2,7,0,0,1,1,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",26.7,3,0,4,1
"misutaaa","Vitality",14,1,23,71.43,0,2,1,0,0.5,0.04,0.82,55,1541,254,0,0,0,3,8,4,4,0,0,0,0,0,0,0,0,1,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",0.16,5,1,2,2
"ZywOo","Vitality",15,6,18,33.33,0,2,4,1,0.54,0.21,0.64,61.8,1731,199,0,0,0,3,9,4,3,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",78.23,4,4,2,1
"shox","Vitality",18,11,20,55.56,0,4,1,0,0.64,0.39,0.71,70,1959,277,0,1,1,3,5,1,4,0,0,0,0,3,0,1,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",57.52,1,1,4,1
"apEX","Vitality",22,7,17,36.36,0,2,0,1,0.79,0.25,0.61,95.1,2664,475,0,0,4,2,6,6,2,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",110.2,1,1,2,1
"cadiaN","Heroic",18,8,15,44.44,0,0,7,0,0.64,0.29,0.54,67.8,1898,220,0,0,0,4,10,3,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",127.88,5,4,0,0
"sjuush","Heroic",14,5,18,42.86,0,5,0,0,0.5,0.18,0.64,60.9,1704,276,0,0,1,1,9,3,3,0,0,0,0,0,0,2,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",58.97,3,0,5,1
"stavn","Heroic",23,4,17,30.43,0,0,0,2,0.82,0.14,0.61,81.2,2273,348,0,0,0,6,11,4,5,0,0,1,1,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",48.91,1,1,0,0
"refrezh","Heroic",23,7,17,60.87,0,6,0,0,0.82,0.25,0.61,97.7,2736,336,0,0,1,6,8,4,2,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",21.17,1,1,6,5
"TeSeS","Heroic",22,4,17,59.09,0,3,3,0,0.79,0.14,0.61,76.6,2144,361,0,0,2,3,10,6,5,0,0,0,0,0,0,2,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",23.18,4,1,3,2
"misutaaa","Vitality",17,2,20,47.06,0,5,0,1,0.57,0.07,0.67,63.2,1897,265,0,0,0,5,7,5,3,1,1,0,0,1,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",32.03,1,0,5,2
"ZywOo","Vitality",18,4,22,44.44,0,4,2,0,0.6,0.13,0.73,67,2009,206,0,0,0,6,7,4,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",84.83,5,2,4,3
"Kyojin","Vitality",11,3,21,45.45,0,4,0,0,0.37,0.1,0.7,47,1411,210,0,0,0,3,5,4,5,0,0,1,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",32.77,2,1,4,1
"YEKINDAR","Virtus.Pro",19,3,20,57.89,0,5,1,0,0.63,0.1,0.67,75.7,2271,349,0,0,2,2,9,5,2,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",18.7,9,5,5,2
"shox","Vitality",16,10,15,62.5,0,3,2,1,0.53,0.33,0.5,62.1,1862,271,0,0,0,3,10,2,3,0,0,0,0,1,0,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",73.7,2,2,3,2
"apEX","Vitality",20,2,21,50,0,1,3,0,0.67,0.07,0.7,76,2280,365,0,0,2,4,6,3,6,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",56.75,3,1,1,0
"buster","Virtus.Pro",18,5,17,50,0,4,3,0,0.6,0.17,0.57,64.7,1940,282,0,0,2,2,8,6,3,0,0,1,0,0,0,0,0,1,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",96.4,0,0,4,1
"Jame","Virtus.Pro",22,3,15,18.18,0,1,3,0,0.73,0.1,0.5,70.1,2104,63,0,1,1,3,9,4,4,0,0,0,0,1,1,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",86.56,1,1,1,0
"Qikert","Virtus.Pro",20,5,16,65,0,3,2,0,0.67,0.17,0.53,84.1,2523,359,0,0,1,3,11,4,5,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",60.28,3,1,3,3
"FL1T","Virtus.Pro",18,2,15,66.67,0,4,0,1,0.6,0.07,0.5,68.9,2068,229,0,0,1,2,11,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",10.05,0,0,4,3
