"Name","Team","Kills","Assists","Deaths","HS%","Team_kill","All_entries_won","Bomb_planted","Bomb_defused","KPR","APR","DPR","ADR","TDH","TDA","5K","4K","3K","2K","1K","Trade_kill","Trade_death","1v1","1v1_won","1v2","1v2_won","1v3","1v3_won","1v4","1v4_won","1v5","1v5_won","Utility","Map","Year","Map_Type","Event","Flashed_opponents_for","CT_entry_attempts","CT_entry_attempts_won","T_entry_attempts","T_entry_attempts_won"
"frozen","MOUZ",18,0,16,50,0,2,0,0,0.72,0,0.64,97,2424,389,0,0,1,3,9,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",19.24,3,1,2,2
"huNter","G2 Esports",25,6,18,44,0,8,2,1,0.93,0.22,0.67,85.6,2312,401,0,2,2,1,9,4,6,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",20.33,3,1,8,6
"jabbi","Copenhagen Flames",13,6,19,46.15,0,3,2,0,0.48,0.22,0.7,58.4,1576,228,0,0,0,2,10,3,3,2,1,0,0,0,0,0,0,1,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",84.15,0,0,3,2
"roeJ","Copenhagen Flames",16,2,21,50,0,1,1,0,0.59,0.07,0.78,58.6,1581,274,0,0,1,2,9,1,1,0,0,0,0,0,0,1,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",25.02,4,2,1,0
"nicoodoz","Copenhagen Flames",22,4,18,40.91,0,2,0,0,0.81,0.15,0.67,76.2,2058,191,0,0,2,4,8,7,5,0,0,0,0,0,0,2,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",60.82,1,0,2,2
"NiKo","G2 Esports",25,10,17,60,0,4,0,2,0.93,0.37,0.63,105.3,2843,488,0,1,2,6,3,3,2,0,0,1,1,0,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",104,2,1,4,2
"AmaNEk","G2 Esports",13,5,15,46.15,0,0,4,1,0.48,0.19,0.56,59.8,1615,240,0,0,0,2,9,3,5,0,0,2,1,0,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",100,2,2,0,0
"nexa","G2 Esports",23,5,19,52.17,0,1,1,0,0.85,0.19,0.7,81.3,2195,433,0,0,3,3,9,7,5,0,0,0,0,2,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",44.65,2,2,1,0
"Zyphon","Copenhagen Flames",21,7,21,57.14,0,4,4,0,0.78,0.26,0.78,95.6,2582,265,0,0,1,6,6,7,6,0,0,0,0,1,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",28.04,4,1,4,2
"HooXi","Copenhagen Flames",10,5,21,20,0,5,2,0,0.37,0.19,0.78,55.2,1491,112,0,0,1,1,5,2,3,0,0,0,0,1,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",113.35,3,1,5,1
"JaCkz","G2 Esports",11,3,18,54.55,0,2,0,0,0.41,0.11,0.67,50.4,1361,166,0,0,0,2,7,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","30-10-2021","BO1","PGL Major Stockholm 2021",27.18,3,2,2,0
"Krad","Entropiq",9,5,20,44.44,0,3,1,0,0.3,0.17,0.67,39.6,1189,66,0,0,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",51.17,2,1,3,0
"Lack1","Entropiq",19,4,20,42.11,0,5,2,0,0.63,0.13,0.67,66.6,1999,252,0,0,2,2,9,5,4,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",54.04,1,0,5,3
"NickelBack","Entropiq",19,5,21,36.84,0,2,3,0,0.63,0.17,0.7,71.7,2150,293,0,0,2,4,5,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",145.81,5,2,2,1
"AmaNEk","G2 Esports",22,4,17,36.36,0,4,2,0,0.73,0.13,0.57,75.8,2274,274,0,1,2,3,6,1,1,0,0,0,0,1,0,1,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",125.6,2,2,4,1
"Forester","Entropiq",19,6,19,57.89,0,5,1,1,0.63,0.2,0.63,82,2461,309,0,0,2,2,9,0,3,0,0,0,0,2,0,1,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",45.28,3,1,5,2
"NiKo","G2 Esports",23,8,15,73.91,0,2,0,0,0.77,0.27,0.5,88,2640,242,1,0,2,3,6,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",58,5,4,2,1
"JaCkz","G2 Esports",12,0,17,41.67,0,2,1,0,0.4,0,0.57,42.3,1268,179,0,0,1,1,7,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",25.67,3,2,2,2
"nexa","G2 Esports",20,6,15,70,0,3,4,0,0.67,0.2,0.5,65.4,1961,342,0,0,2,4,6,4,1,0,0,1,0,0,0,1,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",118.81,2,1,3,3
"huNter","G2 Esports",20,4,16,40,0,4,1,0,0.67,0.13,0.53,75.5,2266,333,0,0,2,3,8,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",44.79,3,0,4,2
"El1an","Entropiq",14,9,17,14.29,0,0,1,0,0.47,0.3,0.57,62.6,1879,78,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",136.1,4,2,0,0
"AmaNEk","G2 Esports",22,7,12,36.36,0,1,1,0,0.96,0.3,0.52,97.8,2250,156,0,0,2,5,6,2,3,1,1,0,0,0,0,0,0,1,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",126.66,2,2,1,0
"JaCkz","G2 Esports",15,4,15,53.33,0,1,0,0,0.65,0.17,0.65,68.9,1584,189,0,0,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",63.39,4,2,1,0
"nexa","G2 Esports",16,4,12,37.5,0,5,1,0,0.7,0.17,0.52,69.5,1598,180,0,0,0,3,10,4,3,0,0,0,0,1,0,1,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",47.97,0,0,5,2
"huNter","G2 Esports",18,5,17,38.89,0,0,2,0,0.78,0.22,0.74,81.1,1865,264,0,0,2,2,8,1,6,0,0,0,0,0,0,1,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",43.87,3,1,0,0
"NiKo","G2 Esports",25,7,14,40,0,4,1,1,1.09,0.3,0.61,118.6,2728,257,0,0,2,6,7,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",48.7,4,4,4,3
"El1an","Entropiq",16,1,19,18.75,0,3,0,0,0.7,0.04,0.83,83.3,1917,136,0,1,1,2,5,2,2,0,0,1,0,1,0,1,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",69.38,5,2,3,3
"Forester","Entropiq",9,5,21,88.89,0,0,0,0,0.39,0.22,0.91,57,1312,195,0,0,0,1,7,1,5,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",16.6,2,0,0,0
"NickelBack","Entropiq",18,5,17,61.11,0,1,3,0,0.78,0.22,0.74,85,1955,283,0,1,2,2,4,3,2,0,0,1,0,0,0,0,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",127.19,3,1,1,0
"Lack1","Entropiq",13,6,18,76.92,0,4,1,1,0.57,0.26,0.78,69,1587,214,0,0,0,4,5,3,1,0,0,1,1,0,0,0,0,1,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",64.93,2,0,4,1
"Krad","Entropiq",14,2,21,50,0,3,0,0,0.61,0.09,0.91,66.1,1521,113,0,0,2,1,6,6,1,0,0,0,0,0,0,1,0,0,0,233272,"de_dust2","01-11-2021","BO1","PGL Major Stockholm 2021",60.93,1,1,3,2
"huNter","G2 Esports",22,4,15,31.82,0,2,1,0,0.96,0.17,0.65,104.5,2404,347,0,0,1,5,9,4,6,0,0,0,0,0,0,1,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",30.75,2,1,2,2
"JaCkz","G2 Esports",15,4,11,46.67,0,1,1,1,0.65,0.17,0.48,72.5,1667,147,0,1,0,2,7,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",87.34,1,1,1,1
"AmaNEk","G2 Esports",16,1,11,37.5,0,3,1,1,0.7,0.04,0.48,67.7,1556,157,0,0,0,4,8,1,3,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",71.57,3,1,3,3
"nexa","G2 Esports",16,1,15,37.5,0,2,6,0,0.7,0.04,0.65,75.7,1740,258,0,0,1,1,11,3,3,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",46.54,3,1,2,1
"broky","FaZe Clan",18,3,16,38.89,0,1,0,0,0.78,0.13,0.7,61.9,1423,75,0,0,2,1,10,4,4,0,0,1,0,0,0,1,0,1,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",54.66,2,2,1,0
"NiKo","G2 Esports",15,5,15,46.67,0,3,0,0,0.65,0.22,0.65,79,1818,294,0,0,1,3,6,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",44.47,3,1,3,1
"karrigan","FaZe Clan",6,3,20,33.33,0,4,2,0,0.26,0.13,0.87,36.3,836,145,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",60.32,4,1,4,1
"Twistzz","FaZe Clan",12,5,15,58.33,0,3,1,0,0.52,0.22,0.65,64.2,1476,138,0,0,1,1,7,5,2,0,0,0,0,1,0,1,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",64.86,1,0,3,0
"olofmeister","FaZe Clan",16,2,16,62.5,0,1,0,0,0.7,0.09,0.7,96.7,2223,253,0,0,0,5,6,5,1,0,0,1,0,1,0,1,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",31.84,0,0,1,0
"rain","FaZe Clan",15,5,17,60,0,2,2,0,0.65,0.22,0.74,73,1680,178,0,0,1,3,6,5,3,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","31-10-2021","BO1","PGL Major Stockholm 2021",75.59,5,4,2,2
"NiKo","G2 Esports",19,4,21,52.63,0,5,0,0,0.7,0.15,0.78,86.1,2324,319,0,0,1,4,8,2,5,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",64.42,6,1,5,3
"Boombl4","Natus Vincere",12,3,16,25,0,3,4,0,0.44,0.11,0.59,57.8,1561,242,0,0,0,2,8,1,1,0,0,1,0,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",48.69,2,2,3,1
"nexa","G2 Esports",17,4,22,41.18,0,4,2,0,0.63,0.15,0.81,67.4,1819,200,0,0,2,2,9,6,2,0,0,0,0,1,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",109.79,2,1,4,0
"Perfecto","Natus Vincere",10,6,16,20,0,0,2,1,0.37,0.22,0.59,47,1270,224,0,0,0,1,8,3,2,0,0,1,0,0,0,0,0,1,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",58.22,4,3,0,0
"electronic","Natus Vincere",22,4,20,45.45,0,5,0,2,0.81,0.15,0.74,88.7,2395,330,0,0,0,6,10,4,3,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",36.4,2,1,5,4
"huNter","G2 Esports",11,3,20,72.73,0,2,0,1,0.41,0.11,0.74,64.5,1741,270,0,0,0,3,5,1,2,0,0,1,0,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",34.87,3,0,2,1
"s1mple","Natus Vincere",32,4,17,43.75,0,4,1,0,1.19,0.15,0.63,107.9,2914,271,0,1,2,7,8,4,3,0,0,0,0,2,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",100.88,5,4,4,3
"JaCkz","G2 Esports",11,4,20,54.55,0,2,0,1,0.41,0.15,0.74,50,1349,157,0,0,0,3,5,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",25.27,2,0,2,0
"AmaNEk","G2 Esports",20,5,17,55,0,0,8,0,0.74,0.19,0.63,77.4,2090,296,0,0,1,4,10,1,5,0,0,1,0,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",129.13,1,1,0,0
"b1t","Natus Vincere",18,6,12,72.22,0,1,3,0,0.67,0.22,0.44,72.9,1967,236,0,0,1,3,9,4,3,0,0,1,1,0,0,0,0,0,0,233272,"de_ancient","08-11-2021","BO1","PGL Major Stockholm 2021",44.83,1,1,1,1
"NiKo","G2 Esports",33,11,29,57.58,0,8,0,0,0.8,0.27,0.71,90,3691,518,0,0,4,4,13,6,4,0,0,0,0,1,0,1,0,0,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",132.39,9,4,8,4
"Perfecto","Natus Vincere",25,7,27,48,0,1,2,1,0.61,0.17,0.66,65.1,2671,397,0,0,2,4,11,5,3,0,0,1,0,0,0,0,0,0,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",49.31,6,2,1,1
"huNter","G2 Esports",33,5,27,42.42,0,2,2,1,0.8,0.12,0.66,79.1,3245,532,0,0,1,9,12,6,6,0,0,1,1,0,0,0,0,1,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",61.47,1,1,2,1
"nexa","G2 Esports",23,10,27,47.83,0,3,5,1,0.56,0.24,0.66,72.9,2990,473,0,0,1,4,12,7,3,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",66.25,2,2,3,2
"AmaNEk","G2 Esports",16,6,25,31.25,0,3,1,0,0.39,0.15,0.61,42.3,1734,184,0,0,1,2,9,2,2,0,0,0,0,0,0,1,0,1,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",85.51,6,3,3,1
"JaCkz","G2 Esports",27,3,30,51.85,0,2,0,0,0.66,0.07,0.73,70.5,2892,585,0,0,3,4,10,3,4,0,0,1,0,0,0,0,0,0,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",38.2,5,1,2,0
"Boombl4","Natus Vincere",19,4,33,21.05,0,2,0,0,0.46,0.1,0.8,57.1,2343,402,0,0,0,4,11,2,8,0,0,0,0,0,0,0,0,1,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",36.5,6,1,2,0
"s1mple","Natus Vincere",39,6,24,51.28,0,5,4,1,0.95,0.15,0.59,87.1,3572,348,0,1,0,9,17,7,6,0,0,0,0,1,0,2,0,0,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",69.87,4,3,5,3
"b1t","Natus Vincere",24,6,23,75,0,0,1,1,0.59,0.15,0.56,70.8,2903,502,0,0,0,5,14,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",16.66,0,0,0,0
"electronic","Natus Vincere",31,5,25,38.71,0,10,1,0,0.76,0.12,0.61,82.4,3378,512,0,1,1,5,14,3,4,0,0,0,0,0,0,0,0,1,0,233272,"de_nuke","08-11-2021","BO1","PGL Major Stockholm 2021",144.85,7,6,10,6
"huNter","G2 Esports",20,3,17,50,1,2,0,0,0.74,0.11,0.63,78.1,2109,363,0,0,2,4,7,6,2,0,0,0,0,1,1,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",56.93,1,1,2,0
"Plopski","Ninjas in Pyjamas",18,8,17,44.44,0,2,1,0,0.67,0.3,0.63,85.2,2300,440,0,0,2,4,4,3,0,0,0,1,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",49.75,5,2,2,1
"LNZ","Ninjas in Pyjamas",11,3,19,45.45,0,4,2,0,0.41,0.11,0.7,37.4,1009,144,0,0,1,2,4,1,6,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",108.21,0,0,4,1
"hampus","Ninjas in Pyjamas",17,11,19,17.65,0,1,1,0,0.63,0.41,0.7,80.5,2173,270,0,0,0,3,11,2,4,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",184.43,4,2,1,1
"REZ","Ninjas in Pyjamas",17,6,18,58.82,0,2,2,0,0.63,0.22,0.67,68.9,1860,201,1,0,0,0,12,3,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",58.18,4,3,2,2
"dev1ce","Ninjas in Pyjamas",18,6,20,16.67,0,4,1,0,0.67,0.22,0.74,69.4,1873,119,0,0,1,3,9,3,2,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",39.82,1,0,4,3
"AmaNEk","G2 Esports",15,7,14,20,0,1,2,1,0.56,0.26,0.52,67.4,1819,145,0,0,0,2,11,2,4,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",121.96,2,1,1,1
"NiKo","G2 Esports",29,6,19,48.28,0,2,0,0,1.07,0.22,0.7,111.3,3005,559,0,0,4,5,7,4,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",65.41,5,3,2,2
"JaCkz","G2 Esports",14,3,17,57.14,0,6,1,1,0.52,0.11,0.63,70.4,1900,340,0,0,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",60.28,4,2,6,1
"nexa","G2 Esports",14,9,15,42.86,0,2,1,2,0.52,0.33,0.56,58.9,1589,254,0,0,1,2,7,3,1,0,0,0,0,2,1,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",151.44,2,0,2,1
"NiKo","G2 Esports",22,5,18,59.09,0,5,1,0,0.81,0.19,0.67,84.6,2284,240,1,0,1,3,8,2,4,0,0,1,1,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",55.83,4,3,5,3
"Plopski","Ninjas in Pyjamas",11,5,17,54.55,0,0,1,0,0.41,0.19,0.63,60.6,1635,227,0,0,0,3,5,3,1,0,0,0,0,0,0,1,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",44.41,1,0,0,0
"huNter","G2 Esports",21,7,13,52.38,0,4,1,1,0.78,0.26,0.48,84,2268,343,0,0,2,3,9,6,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",24.56,1,0,4,3
"REZ","Ninjas in Pyjamas",24,3,20,41.67,0,5,1,0,0.89,0.11,0.74,85.2,2300,310,0,1,1,4,9,4,4,0,0,0,0,0,0,1,0,1,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",80.89,0,0,5,3
"nexa","G2 Esports",20,4,13,65,0,5,2,0,0.74,0.15,0.48,70,1890,202,0,1,1,2,9,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",84.86,2,2,5,3
"AmaNEk","G2 Esports",11,4,11,27.27,0,1,2,0,0.41,0.15,0.41,46.2,1248,116,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",59.59,3,1,1,1
"hampus","Ninjas in Pyjamas",13,7,22,46.15,0,8,0,0,0.48,0.26,0.81,61.9,1671,157,0,0,1,2,6,0,3,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",44.51,7,2,8,2
"dev1ce","Ninjas in Pyjamas",16,4,17,50,0,3,0,0,0.59,0.15,0.63,60.4,1631,233,0,1,0,0,12,2,4,0,0,1,1,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",48.83,2,2,3,0
"JaCkz","G2 Esports",18,7,16,61.11,0,1,2,0,0.67,0.26,0.59,78.8,2128,272,0,0,2,2,8,1,3,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",41.92,1,1,1,1
"LNZ","Ninjas in Pyjamas",7,4,16,100,0,0,3,0,0.26,0.15,0.59,43.1,1164,180,0,0,0,1,5,1,1,0,0,1,0,0,0,2,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",106.58,1,0,0,0
"dycha","ENCE",10,3,19,30,0,3,2,0,0.43,0.13,0.83,53.1,1221,273,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,1,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",73.15,3,2,3,0
"HObbit","Gambit Esports",17,4,14,64.71,0,4,1,1,0.74,0.17,0.61,96.1,2210,229,0,0,1,4,7,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",40.77,2,1,4,3
"doto","ENCE",7,4,21,57.14,0,3,0,0,0.3,0.17,0.91,53.4,1229,202,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",36.13,2,1,3,0
"Snappi","ENCE",13,5,17,76.92,0,1,1,0,0.57,0.22,0.74,66.5,1530,223,0,0,1,2,6,0,1,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",88.35,1,0,1,1
"hades","ENCE",13,2,15,38.46,0,3,0,0,0.57,0.09,0.65,59.8,1376,168,0,0,0,2,9,4,3,0,0,0,0,1,0,1,0,1,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",58.55,3,3,3,1
"nafany","Gambit Esports",16,4,13,50,0,3,1,1,0.7,0.17,0.57,79.5,1828,300,0,0,1,4,6,0,2,0,0,1,1,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",58.92,4,0,3,3
"interz","Gambit Esports",16,9,13,56.25,0,1,6,0,0.7,0.39,0.57,69.1,1589,162,0,0,1,4,5,4,3,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",42.03,2,1,1,0
"Spinx","ENCE",15,2,14,40,0,1,0,1,0.65,0.09,0.61,74.2,1706,262,0,0,0,4,7,1,0,0,0,1,1,1,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",41.68,3,1,1,1
"sh1ro","Gambit Esports",16,3,9,25,0,2,1,0,0.7,0.13,0.39,66.2,1523,97,0,0,0,4,8,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",74.98,3,3,2,1
"Ax1Le","Gambit Esports",19,7,13,47.37,0,1,1,0,0.83,0.3,0.57,100.1,2302,259,0,0,1,4,8,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",27.94,1,0,1,1
"nafany","Gambit Esports",17,0,17,58.82,0,1,0,0,0.68,0,0.68,54,1351,254,0,1,0,5,3,5,1,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",57.66,9,3,1,0
"Forester","Entropiq",17,4,14,41.18,0,1,1,0,0.68,0.16,0.56,65.8,1645,199,0,0,3,2,4,1,3,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",61.86,4,1,1,1
"interz","Gambit Esports",8,5,18,37.5,0,0,0,0,0.33,0.21,0.75,51.3,1232,187,0,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",29.14,0,0,0,0
"sh1ro","Gambit Esports",19,5,14,21.05,0,0,0,1,0.76,0.2,0.56,93.6,2339,133,0,0,2,1,11,4,3,0,0,0,0,0,0,3,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",72.56,3,3,0,0
"Krad","Entropiq",23,10,13,34.78,0,1,1,0,0.92,0.4,0.52,109.2,2731,376,0,0,1,6,8,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",44.04,4,3,1,1
"Ax1Le","Gambit Esports",11,5,18,45.45,0,2,0,0,0.44,0.2,0.72,58.8,1469,247,0,0,1,1,6,1,3,0,0,0,0,0,0,1,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",44.46,3,1,2,0
"HObbit","Gambit Esports",12,6,16,41.67,0,3,0,0,0.48,0.24,0.64,62.8,1570,209,0,0,0,3,6,0,1,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",66.36,4,3,3,1
"NickelBack","Entropiq",14,6,13,50,0,0,2,0,0.56,0.24,0.52,58.9,1473,214,0,0,1,4,3,2,2,0,0,2,2,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",89.7,3,1,0,0
"El1an","Entropiq",18,2,11,27.78,0,2,1,0,0.72,0.08,0.44,71.4,1784,114,0,0,2,2,8,2,1,0,0,0,0,0,0,0,0,2,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",33.24,3,2,2,1
"Lack1","Entropiq",11,3,16,54.55,0,2,0,0,0.44,0.12,0.64,56.6,1414,171,0,0,0,2,7,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",16.39,5,2,2,2
"KSCERATO","FURIA",31,4,19,51.61,0,2,3,3,0.86,0.11,0.53,82.1,2956,509,0,1,3,5,8,5,2,1,1,0,0,0,0,1,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",97.33,5,2,2,2
"Ax1Le","Gambit Esports",24,3,19,37.5,0,2,3,0,0.67,0.08,0.53,70.6,2540,412,0,0,3,3,9,3,2,0,0,1,1,0,0,0,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",32.5,4,0,2,1
